product,title,rating,body
"JBL Flip 4, Black",Good speaker could be louder for the price.,4,Nice little speaker. I expected the volume would be a little louder for the price. However the quality of sound is good.
"JBL Flip 4, Black","Great Product, Great Sound",5,When it arrived and I unpackaged it and saw the box that this is a high quality product. My husband is a sound man and he's the one who suggested this when I said I wanted a portable sound machine. I recommend it to anyone.
"JBL Flip 4, Black",Sounds sweet,5,"This little thing sounds grate, perfect for the pool or the beach or something out door or in a room"
"JBL Flip 4, Black",Great sound worth it!,5,You have to download the app to connect to the Bluetooth but other than that it’s great. It was recommended by a friend and I bought it as a gift for my Comadre. She said it sound like she has a whole music system in her apt.
"JBL Flip 4, Black",So far so good,5,So far loving this but only used for about 2 weeks. Will update if anything changes.
"JBL Flip 4, Black",Quality at a great price,5,Love the JBL Flip 4 speakers — great quality sound at a decent price.
"JBL Flip 4, Black",Easy to use,5,This was a surprise Christmas gift from my husband who knows how much I love audiobooks. I listen to them while I’m cleaning and was pleasantly surprised to learn that phone calls also come through clearly. It is easy to set up and use and the battery has a good lifespan.
"JBL Flip 4, Black",hmm,5,"sound quality is really good, but battery is not in a good condition rn,"
"JBL Flip 4, Black","Great sound, super light",5,"The sound from this small speaker is really great- good highs and lows. It's cool that you can pair several of them together to play the same audio- my friend bought one of his own and we can use them together when we hang out.  Waterproofing seems effective, haven't had any issues using this near the pool where it has gotten some water drops splashed on it.  Can't beat it at the price point."
"JBL Flip 4, Black",El producto que sea de buena calidad,4,Me agrado el producto
"JBL Flip 4, Black",Great Sound,5,Great sound. Like to play my music on my patio to enjoy the vibes wirh the family.
"JBL Flip 4, Black",Definitely One of the Best Purchases Ever,5,"I bought it 2 months ago and I use it almost everyday. It's totally loud enough for parties but quiet enough for when you want to sleep with music playing. Also useful for showers because it's waterproof. Its bass is amazing, as well as sound quality. The size is perfect to fit in any bag and even to carry it in your hand (because it has a tiny strap connected to it)."
"JBL Flip 4, Black",Not extremely loud but good,4,"It's loud sure but not loud enough. Its only good for the quality sound of the speaker, not for the loudest but still pretty good. A midget speaker for 23 dollars on Amazon was louder. I like how it is waterproof. I also like how it has a good base. Feels high quality too. Battery life is long."
"JBL Flip 4, Black",Love it,5,I love this speaker so much it is all around amazing sound quality. The base is BOOMIN and if you put it vertically you can hear it even louder. I love it so much!
"JBL Flip 4, Black",Buy it,5,Took a risk not even hearing it before buying it. Sounds great and very loud. Feels like it is built very durable.
"JBL Flip 4, Black",Good but not fantastic,4,"Sound is pretty good, bass could be better, heavy metal songs dont sound as good. Seems to be a hip hop/rap speaker more than a universal. Volume isnt too bad for size, and battery life isnt as good as advertised. Even if i listen to just podcasts the battery life will last about 9 hours straight before needing a charge"
"JBL Flip 4, Black",Best speaker ever!!,5,"Love,Love,Love it!! The best Bluetooth speaker I have owned I would buy it a gazillion times over! The sound quality is unmatched hands down!!!"
"JBL Flip 4, Black",Quality,5,"My husband just loves it ! For laying by the pool, and when we ride our bikes to the beach."
"JBL Flip 4, Black",Great Sound!,5,"Love this speaker so much, I even bought another to use upstairs or when I want stereo sound downstairs.  It's compact, yet the sound quality is really very good and the battery life is great so far.  We're very pleased with this product and use it almost every day."
"JBL Flip 4, Black",Cómprela no se va a repentir...,4,"Me gusto mucho, es pequeña pero tiene una potencia increíble, lo único que no me gusto es que le batería se termina muy rápido... recomendable al 100..."
"JBL Flip 4, Black",So good i bought 2.,5,"I really love this speaker.The sound quality is wonderful, deep base and incredible Bluetooth range.I like it so much I purchased a second for a gift to my brother."
"JBL Flip 4, Black",Battery life is amazing.,5,This bluetooth speaker is amazing and  has powerful sound.
"JBL Flip 4, Black",Good Speaker - Placement is important for good sound,3,I love the form factor and sound in most situations.  Some places it sounds great others it sounds marginal.  Placement is important for good sound.  I bring this to hotel rooms when I travel and it works great in that situation.  In a very open outdoor space it is a little less full sounding.  The battery lasts for several hours when it is working properly.  I purchased one a few months before this one and wanted another because I like it so much.  Now just after one year (the warranty period) it shuts down at random and has static sounds when playing.  JBL offered to send a replacement if this one is really defective!  Let's see how this works out.
"JBL Flip 4, Black",Quality sounding speaker.,5,This is a great sounding speaker. JBL has always been one of my favorite brands. Don't hesitate to buy this !
"JBL Flip 4, Black",I'm pleased with this Flip 4,5,"Easy to use, good sound quality (I'm not a perfectionist or sound engineer) but for my listening pleasure, I'm happy.I use it for my audio books, music and occasionally for conference calling."
"JBL Flip 4, Black",works well,5,"Used it numerous times.  Great quality and looks sharp.  No issues to report.  Sound is great, I bought a carabiner to attach to the rope so I could attach it to things while I wanted to listen to music (the bimini of my boat).  Was easy to pair with my phone, is well made and I am guessing I will get years o use out of this tool.u"
"JBL Flip 4, Black",La amo.,5,"Es muy portátil, no molesta en lo absoluto en mi mochila.Para ser tan pequeña tiene muy buen sonido y muy buen bass.Vale mucho la pena."
"JBL Flip 4, Black",Cannot Recommend Enough!!!,5,"ABSOLUTELY LOVE! This is the third JBL speaker I've bought, and I've had a few other brands as well, Flip 4 blows them out of the water! Including the Flip 3. Fabulous volume, deep sound. Every other speaker I've owned sounds muffled and flat, definitely not so with this one. I have it at half volume right now, and the music is rich and full, at max volume it's more than enough to irritate your neighbors.I hardly ever write reviews, but this speaker is so far beyond expectations that I had to."
"JBL Flip 4, Black",Good things come in small packages,5,It's a great sound system that you can bring along anywhere :)
"JBL Flip 4, Black",great product for the price,5,"I looked around a lot for a speaker in this price range and was nervous to get any of them, but so far this has performed really well. The sound quality is clear, the bass is great, and its pretty decently loud. When underwater, the speaker stops playing - the waterproof function seems like more of a protective feature in case of dropping it in the water."
"JBL Flip 4, Black",Perfect for the beach.,5,The sound was excellent sound like stereo sound system.  Connected easy with Bluetooth.
"JBL Flip 4, Black",It's as good as it looks! Great value. Go for it.,5,It's extremely well constructed. Looks good. Long battery life. Great for a small apt in an urban setting.
"JBL Flip 4, Black",Awesome Sound for a portable Speaker,5,As expected from JBL sound is awesome on this product.
"JBL Flip 4, Black",Great for using in cars with poor stereos!,5,Love this thing! I got it for my winter car which is an older Awd wagon and lacking a decent stereo. Fits perfectly in my cupholder and sounds great! Actually has really nice bass tones too! I love the portability of it and that I can take it out on my kayak or other outdoor activities this summer!
"JBL Flip 4, Black",This speaker is amazing!!,5,"After searching for quite some time, my husband and I purchased this speaker as a Christmas gift for ourselves and it so glad we did!  The sound quality is incredibly clear!  We played the speaker for about 10 hours one day and then used it just about every day for about an hour a day and the battery lasted 8 days before completely dying.  Highly recommend and would definitely buy from this brand."
"JBL Flip 4, Black",WOW!!!!,5,"I have a beats pill, and have had it for over 8 years. It still works, but when compared to this JbL...my oh my the sound from the JBL is 100x better!!!! Great price too!"
"JBL Flip 4, Black",Great value and sound,5,"This is a great product, sound is awesome! Easy to figure out, lightweight and perfect to use outside and in."
"JBL Flip 4, Black",So far excellent all around,5,So far After about a month very satisfied. Battery life is amazing I listen to it every day for a few hours and it lasts almost a week. Sound is great. Connects easily.  Good item
"JBL Flip 4, Black",real nice sound,4,"like the sound ,size and fast connect to my phone."
"JBL Flip 4, Black",Amazing,5,I love this speaker it's amazing!! It gets loud and battery last for a while
"JBL Flip 4, Black",Love this thing.,5,"This thing rocks, we use it while in the shower, cooking , and just about everything thing.  It sounds amazing and the battery life is no so bad. For some reason the Bluetooth cuts off once in awhile.  But it is worth every penny. My oldest child wants on for her room."
"JBL Flip 4, Black",I like it,4,I like it !
"JBL Flip 4, Black",Super,5,Like it
"JBL Flip 4, Black",Battery and sound quality are amazing,5,Sound quality is great with this portable speaker. Connected to my phone and iPad with zero problems. I’ve had a couple of other brands that will be stubborn about connecting. Plus I just love the fun teal color.
"JBL Flip 4, Black",Love my purchase,5,I love my speaker. Great sound and I got a great deal on it
"JBL Flip 4, Black",Portability with high quality sound,5,"Bought this JBL for when I golf, go to the beach, sit in the back deck.....basically any chance I get I use it.Love the color options, chose mine because haven’t seen many of them around."
"JBL Flip 4, Black",As represented,5,"So far, it has performed as represented. Remember to register it for the warranty coverage."
"JBL Flip 4, Black",Amazing little speaker!,5,"This was the best birthday gift ever and the color is my favorite! I feel like I rarely have to charge it for as often as I use it but then when I do, it doesn't take too long. The sound is very loud and clear, pretty impressive for such a small speaker. As long as you don't submerge it in water, it's totally waterproof and I've had 0 issues."
"JBL Flip 4, Black",La mejor bocina que he tenido en mi vida.,5,Llevo varios años con esta bocina y me parece excelente.
"JBL Flip 4, Black",Excellent sound quality,5,Great sound quality! I'll probably buy another one so we can have 2 outside during summer.
"JBL Flip 4, Black",Love the speaker for what it is.,4,So just recently reserved the speaker and the first thing I could tell was how good the build quality was. Now going back to write this reword 2 days later after making the purchase I saw it was in sale and was almost $30 cheaper than when I bought it. So a little disappointed that I missed these. But over all a great speaker with wonderful highs and lows and a great bass
"JBL Flip 4, Black",Se daño a los 2 meses…,5,Solo funciono 2 meses.  No lo recomiendo
"JBL Flip 4, Black",I really wanted to like this speaker.,3,"I really wanted to like this speaker.  I just couldn't get over the lack of bass.  I went back and forth between this and the Bose Soundlink Color 2.  I decided to try the JBL because it has all the same features plus it is waterproof, fits in a cup holder and is cheaper.  Other reviews addressed the lack of bass and they are right.  I thought maybe they were overly critical but they were not.  The lack of low end becomes glaringly apparent at higher volumes.  You can hear it drop out as you turn it up.  Besides the lack of bass, it seemed to have good sound and great overall construction.  However, the sound was enough of an issue for me to return it and get the BOSE, which I am very happy with."
"JBL Flip 4, Black",Good for close listening.,4,"I wish it could have a little bit more Bass, it could be a little louder and I wish it would charge a little quicker. Other than that for close listening it works fine."
"JBL Flip 4, Black",It's a JBL. It works great,5,"Works great. Sound quality, size, sturdiness and battery life is great. It's a JBL I don't expect anything less"
"JBL Flip 4, Black",Perfect for camping!!,5,Lasted all weekend long without a charge! Great quality sound and easy to connect to.
"JBL Flip 4, Black",Defective Product.,5,"I am happy with this over all product however, is does not charge nor will it charge.  I need to exchange it for a replacement.  Where do I need take this product to get it back to the sender?"
"JBL Flip 4, Black",Practical and great quality!,5,"The sound is amazing for the size, it's super easy to connect to blue tooth and I love that it's waterproof!"
"JBL Flip 4, Black",Very satisfied with this little speaker,4,"I like the sound, volume, very portable, listen to music around the house."
"JBL Flip 4, Black",Timeless Quality Speaker,5,Great speaker!! The price is great and it doesn’t matter if it’s an older version because it’s still really good quality!
"JBL Flip 4, Black",Produces good sound through the speaker.,5,"The JBL Flip4 bluetooth speaker is a nice speaker to use, and I was able without much fuss pair it with my ipod touch.  The sound came through well via both ends and if you touch it either end while blasting some tunes, you'll feel it vibrating.  It's a nice size to hold in your hand, and you can easily put it around your wrist if so desired."
"JBL Flip 4, Black",The Circle of Life,5,You can easily leave this on in your house and blast “The Circle of Life” on full volume from your car and watch your spouse jump three feet into the air through the window.
"JBL Flip 4, Black",Battery life is good,4,"I had to request a replacement because my first order it would keep dying all the time. The replacement works fine, I guess the first one had a faulty battery but overall I am happy."
"JBL Flip 4, Black",Sounds great for price,5,"So far so great, always wanted something like this always bought cheaper ones and let me tell you. Sound quality is better than my first car(yes it had speakers), connected easily to both apple and droids. Used mainly in shop and while doing yard work.....want another to link and have a great soundsystem for relatively cheap"
"JBL Flip 4, Black",Amazing unless you plan on getting it wet often!,3,"This speaker is honestly great! My only complaint is the water proof ness. It seems as if every time I get the speaker wet, water condensates underneath the main power button. Of course, it always goes away and has no effect on the speaker. Other than that I love :)"
"JBL Flip 4, Black",Great waterproof Bluetooth speaker with clear sound.,5,Great connectivity with Bluetooth source.  I carry it on my boat.
"JBL Flip 4, Black",The stereo sound on two 4's together is fantastic. Better than a older Bose speaker we have,4,"This is our third flip we have purchased (one 3 and two 4's). The sound on these are incredible. I wish the 3's and 4's were compatible, but I knew that when I bought them. The stereo sound on two 4's together is fantastic. Better than a older Bose speaker we have. I hope all my neighbors buy these so we can amp-up any party with connecting sound."
"JBL Flip 4, Black",Great speaker,5,Great quality of sound for small size. May buy some more as they link to other units.
"JBL Flip 4, Black",Great Purchase,5,"The sound quality is amazing, very light to carry around. Overall this was a great purchase."
"JBL Flip 4, Black",Great sound,5,"Surprised what great sound this unit has but it's small enough to carry to different rooms, etc. I wish my car stereo sounded this good!"
"JBL Flip 4, Black",Easy to use and sounds great!,5,"Sounds great! I also like the fact that it’s waterproof, although I don’t plan on getting it wet ."
"JBL Flip 4, Black",Get it!,5,Love this item & use it so much! Holds a charge too!! Hope it lasts a while!
"JBL Flip 4, Black",Great sound,5,Wow really satisfied with my new speaker. The sound It’s loud and clear. The color really nice bright red.
"JBL Flip 4, Black",Full playing time battery only last for 5 hours,4,Battery only last 5 hours
"JBL Flip 4, Black",Great speaker battery lasts long,5,I’m definitely happy with this speaker...easy to connect to the phone and the battery lasts a long time..great sound quality too.. I recommend this speaker
"JBL Flip 4, Black",Good sound and great value,5,This is a very good speaker for its cost.  I bought for my teenage son and he loves it.The sound is very good and the connectivity is excellent with apple products (can’t speak for Android).We’ve had this items for two months so durability and life battery is still to be determined.
"JBL Flip 4, Black","A high quality, reliable speaker",5,"Fantastic sound, with a cute and portable design! Bluetooth connectivity seems to be pretty reliable, and the battery life is more than enough."
"JBL Flip 4, Black",Awesome! Except...,5,"Really good sound and bass. Battery life is so long I forget the last time I charged it, or maybe my memory sucks. The only complaint I have is anyone can just kick off your Bluetooth connection and play what they want. This is fine until you're in your barracks latrine and some jack ass starts playing extremely loud moaning sounds"
"JBL Flip 4, Black",My flip 4 does not pair well with my JBL Boom Box. To much interferance occures.,5,"I know that this is a matter of taste, but I have always preferred the sound JBL speakers have over any other speakers I've listened to. This JBL product does not disappoint."
"JBL Flip 4, Black",Highly recommend,5,Great product.  Excellent sound. Easy to connect.  Battery life exceeded expectations
"JBL Flip 4, Black",Great sound,5,Great speaker especially for the price! Loud sound and many hours of playing before you need to charge.
"JBL Flip 4, Black",Super Duper Sound Quality,5,I love this little guy! It packs a huge punch when turned up. It’s super clear and easy to connect to your phone. It arrived fully charged!The Camo paint job is super unique!
"JBL Flip 4, Black",great JBL Flip4,5,great power and volume  - great for beach and golf cart - strong reliable battery
"JBL Flip 4, Black",Get it!!!,5,"I love this speaker, it’s the loudest speaker I’ve ever owned and it’s worth the price!!"
"JBL Flip 4, Black",Firmware update,5,"Make sure you do the firmware update through the app,,,,night and day difference in the sound,,can’t beat the sound for the price!!"
"JBL Flip 4, Black",Excellent product,5,"Love this bluetooth speaker. Works on my phone ,computer, tv,etc. Great size. Excellent all around"
"JBL Flip 4, Black",GREAT ITEM!,5,"Love love love! Gets so loud, perfect for parties! So easy to set up. So happy I bought it!"
"JBL Flip 4, Black",I'm Impressed!,5,My last outdoor Bluetooth speaker bit the dust. My search for an inexpensive Bluetooth speaker that was conducive for outdoor use began. I read the reviews of many speakers including Bose. Decided on the JBL Flip 4. Fast shipment and it was packaged well. Easy to pair with my IPhone. But the best part was the quality of sound. This little speaker packs a punch. I'm so very pleased with my decision to purchase the Flip 4. Highly recommend!
"JBL Flip 4, Black","Nice sound, good value",5,"The JBL Flip 4 has great sound and works extremely well for the price. I like the ability to link several of them together. The JBL app for Android is pretty clunky, but not the worst I've seen. Good value sound. Spend more money if you need good bass response, though. That's my only quibble."
"JBL Flip 4, Black",Use this everyday,4,"Got this speaker originally to use at work, but I bring it everywhere with me now! We have property on a lake and this comes to the lake with us every weekend. We use it on the boat, at camp, at home and at work. A very versatile and handy speaker!"
"JBL Flip 4, Black","If you have one, why don't you make it a pair",5,The speaker is the second one I have bought.  I can now stream my Amazon Music in stereo. Awesome sound.
"JBL Flip 4, Black",Definitely worth it,4,Great quality for the price.
"JBL Flip 4, Black",Portability  - Size vs Sound quality - price,5,"Someone would really have to show me a better bang for the buck. Poolside, camping, beach, golf bag, golf cart. I've used in all of the mentioned. Best traveling music companion."
"JBL Flip 4, Black",Great Bluetooth speaker,5,"Long battery life and great sound. I use this by my pool and don't have to worry about it around water.It has plenty of volume. In fact, my wife is always telling me to turn it down!I recommend this speaker for all around outdoor use."
"JBL Flip 4, Black",LOVE it!,5,I love the easy connect and sound quality that comes from this speaker. I use it in my radio only car to finally be able to blast my own music.I do a lot! If it weren't for my own finances I would love to buy another for my restroom. I need it for sound blocking my bad singing during morning/night preps.
"JBL Flip 4, Black",Great speaker,5,Love my speaker it’s actually loud enough to entertain guest at a park bbq.
"JBL Flip 4, Black",Great Little Bluetooth Speaker,5,This is a great little speaker that can handle all types of music very well.
"JBL Flip 4, Black",Sonido increíble. Muy limpio!,5,"The media could not be loaded.
                



 Lo esperado. Suena increíble el sonido. Muy limpio y definido. Me sorprendió"
"JBL Flip 4, Black",Price,4,Color
"JBL Flip 4, Black","Exceeded expectations, makes you look for a hidden sub in the room.",5,"These speakers, not only sounded fantastic, but also exceeded my expectations.  Both my boys were approving of the gift.  I got a thumbs up from one of them at least.  I'm now thinking of getting one for myself if I can think of a use for them besides the obvious.  I already have good tunes everywhere I go.  Maybe I need to go more places."
"JBL Flip 4, Black",Great little speaker!,4,It has a very good sound. Very portable. I like that! I can take it to the Garden outside. It's waterproof! That is so important
"JBL Flip 4, Black",Worth every penny,5,Battery life is (chef’s kiss)Sound is spectacular for the price: you cannot do better
"JBL Flip 4, Black",This is such a cute easy speaker,5,"I enjoy having this speaker in my kitchen.  I easily listen to music all the time, and it sounds great."
"JBL Flip 4, Black","Great buy, totally happy !",5,"The sound quality is excellent, the highs are clear and the lows (  bass) is smooth not booming."
"JBL Flip 4, Black",Great Sound.  Great Price,5,Sound quality is exactly what you come to expect from a brand like JBL.  Great product!
"JBL Flip 4, Black",So far so good.  Nice sound!,4,"I only gave it 4 stars because I have not had it that line, just a few days, but it was very easy to setup and the sound is great!!  Very good price for this quality sound."
"JBL Flip 4, Black",Great value,5,"Great sound, use it every dayMy son bought his one after hearing mine"
"JBL Flip 4, Black",this speakers lags when listening to youtube,3,This is a heartbreaker. I mean its a stunning speaking on the look. It sounds really great (even tho maybe a bit too bassy). But the audio lags when listening to youtube or movies. I mean....COME ON. I am so sad but this is some sort of deal breaker for me. :/
"JBL Flip 4, Black",It’s a great asset for the hard of hearing people.,5,My husband is hard of hearing & it helps him to be able to hear. This is the second one we’ve owned.
"JBL Flip 4, Black",Perfect for construction workers,5,"Awesome, I take it to work with me daily and love my speaker. I work construction and sounds great even over nail guns and lasts for either 8-10 hours on my shift."
"JBL Flip 4, Black",Great speaker,5,Great speaker to travel with and to do outdoor activities
"JBL Flip 4, Black",Love this speaker.,5,Sound quality is great. Easy to carry around.
"JBL Flip 4, Black",Great small speaker,5,They have larger models with better sound quality or sound range but for the price this is a great speaker for your apartment or to listen to within 30 feet. It's definitely loud enough for how portable it is.The waterproof functionality is great. I took this on a floating trip where it was fully submerged several times and still worked the same.
"JBL Flip 4, Black",Great sound,5,"Great sound, battery life could be better but will last for a day at the beach or pool. I use it in my workshop and Bluetooth connection to my phone is great."
"JBL Flip 4, Black",Good but not great,4,Sound quality not what I was expecting from JBL.
"JBL Flip 4, Black",Wicked Sound,5,The bass on this thing is so good. I take it on ever trip I go on and listen to music with it in my room. You won’t regret it.
"JBL Flip 4, Black",Loud,5,"If you want a cheaper good quality speaker, this is the one. I was very impressed with how loud it is for it being a smaller speaker. I would highly recommend purchasing this! Very happy with it."
"JBL Flip 4, Black","A new level of freedom to enjoy music, spoken books, and other audio.",5,Excellent sound for its small size; Very good bluetooth range; Very easy and convenient to use.
"JBL Flip 4, Black","Great sound, long lasting battery",5,Love these speakers. It's my 2nd one.  After 5 years the first one finally died (battery gave out).I use it all the time.
"JBL Flip 4, Black",Great sound for size,5,bought this on sale for about $60 and had it the next day. Sound quality is great for the size. Bass is not crazy but not lacking. Bluetooth connects very easily. I have had multiple Bluetooth speakers and very big into car audio. This is perfect for beach and outdoors
"JBL Flip 4, Black",Quality sound,5,I love it out at my swimming pool and at the beach
"JBL Flip 4, Black",Great sound,5,This speaker has a good range of sound and holds a charge a long time.  I highly recommend this speaker.
"JBL Flip 4, Black",DONT GET SILVER- AWESOME SPEAKER THOUGH!,5,"I love it, I get compliments on the sound quality every time I've used it around people. Battery lasts a decent amount of time. Bluetooth hookup was easy easy. The only downside at all is that the silver color gets so dirty so easily and kind of looks terrible. I think I'm going to have to order another one just because it looks kind of gross after it fell in the dirt while camping."
"JBL Flip 4, Black",LOVE JBL,5,"I cannot speak highly enough about this speaker! First of all, the color is gorgeous and comes in many others of course. The sound is amazing and definitely projects out which is great for parties. It was super easy to connect to my phone and the battery life stays pretty long as well!"
"JBL Flip 4, Black",I would take a bullet for this Bluetooth speaker,5,Enough said.
"JBL Flip 4, Black",Great little speaker,5,"Great speaker, especially for the price. Easy to setup and charge. For the size speaker the sound is great. I like the size too. Not too small, not to large. Compared to our sound bar speaker (which is much larger and has a subwoofer) the sound is a bit lacking but that’s to be expected."
"JBL Flip 4, Black",Sound,5,I love how clear it sounds going to buy another for surround sound I needed it for camping but liked it so well I'm getting another feels good and plugs up to my battery packs so it never dies all day last a long time that way  for me  charge the speaker and battery your good. Nothing bad I can find with it no home theater but for a small speaker it holds It's own.
"JBL Flip 4, Black",Great sound for little one,5,"Bought this for my wife, she is happy with it"
"JBL Flip 4, Black",Does not last 12 hours,4,Description said the battery would last 12 hours. I’ve only gotten about 7 hours of play. A bit disappointing.
"JBL Flip 4, Black",A must have,5,Bought as a gift for my mother's boyfriend he loves the product loud user friendly and overall a quality product
"JBL Flip 4, Black",Fantastic!!,5,"Arrived quickly. Sounds like it's a big stereo! Gray color is nice, I like the black one more.  Great quality charge chord.  Packed very well. Very portable.  Blue tooth works great!"
"JBL Flip 4, Black",Powerful,5,It’s so tiny lmao but the power of this speaker very nice. I’m so glad I got it
"JBL Flip 4, Black",Wow what sound ??,5,It can bring Music to Life ?? Thanks .
"JBL Flip 4, Black",Great speaker,5,All the above. Great sound quality. Battery life is very good I use it every day and it lasts days for me. And I've not lost the Bluetooth connection at all. Great speaker.
"JBL Flip 4, Black",My love for music,5,I just love it can take it anywhere . I do alot of crafts in my shed love to listen to music.
"JBL Flip 4, Black",Much improved over First Generation,5,Needed to replace our first generation speaker due to battery not being able to hold a charge and replacement was difficult. The Flip 4 has better sound quality and the battery lasts much longer than the first generation speaker. But alas it will still be difficult to replace the battery when the time comes......
"JBL Flip 4, Black",Great portable speaker!,5,"I waited a few weeks to purchase this speaker instead of the Flip 3 for essentially the same price.  The Flip 4 sounds great!  The speaker is IPX7 water resistant.  I have not tested that feature out, but it is nice to know my speaker should be able to brush off a light rain shower, or an accidental spill.  I have not used this enough to test the battery length, but it is rated for 12 hours of use before require a recharge."
"JBL Flip 4, Black",Great little speaker,5,"Easy to carry, great for outside. Love it! Rivals my Bose…that was much more expensive!"
"JBL Flip 4, Black",Great Battery Life,5,The best part about this speaker is the incredible sound quality and battery life. I would use it for a week straight and it would still almost have a full battery. This speaker hands down the best on the market.
"JBL Flip 4, Black",Best little speaker!,5,"I have always had the UE Boom speaker in the past and this one is so much better. The battery life is great, it connects to the blue tooth right away and it sounds great!"
"JBL Flip 4, Black",Kudos to JBL for creating this product.,5,"Sound quality, Bluetooth connectivity, battery life and performance says it all. Very happy with tem."
"JBL Flip 4, Black",Not Waterproof!! terrible sound.,2,I had a jbl speaker for soo long before this speaker. The sound quality was great. Then the battery started to fail after about 2 years. This one I had for about two months before the sounds quality started sounding like crap. I'm not sure because it had gotten a little wet but it sounds absolutely terrible now. Sounds blown out and I don't typically play it at the loudest setting. My phone speaker sounds better at this point.
"JBL Flip 4, Black",Better Than Advertised,5,This little speaker gives me 12-18 hours of continuous play depending on the volume setting. It charges much better through my computer than a wall outlet. The sound is amazingly crisp and clear for such a small speaker. I have given these speakers as gifts to my favorite family members. I recommend any music enthusiast that loves to be outdoors add this to their list of must haves.
"JBL Flip 4, Black",Best Bluetooth speaker,5,I have purchased many Bluetooth speakers and JBL is leaps and bounds above the rest.
"JBL Flip 4, Black",BEST SPEAKER EVER,5,I am obsessed with this speaker. It has changed my life significantly. The sound is amazing.
"JBL Flip 4, Black",I love JBL speakers,5,These are easy to use and the sound is amazing. I haven't had trouble connecting to my iphone. It's plenty loud for outdoor use.
"JBL Flip 4, Black",is great the battery life is awesome and it’s a really nice speaker,5,It worked better than I expected to the sound quality is great the battery life is awesome and it’s a really nice speaker
"JBL Flip 4, Black",Great little speaker,5,"We have a couple of these of various generations and we've been very happy with them. They sound great for the money, easy connection through BlueTooth, and the battery lasts long. We've had no issues with them."
"JBL Flip 4, Black",Fantastic portable speaker!,5,I love JBL speakers! This is my second one and it doesn’t disappoint just like expected!
"JBL Flip 4, Black",Great speaker,5,"The media could not be loaded.
                



 It’s really good. Would recommend"
"JBL Flip 4, Black",It sounds amazing.  And you can really crank up the sound,5,Connects easy. Great sound!!
"JBL Flip 4, Black",Better sound then the last flip speaker,5,Better sound better quality  and will link up to the previous  speaker to
"JBL Flip 4, Black",Flip 4!,5,My son has a 5 flip and mines is a 4!flip and it’s just the same.
"JBL Flip 4, Black",Great little speaker with big sound!,5,"Love the JBL Flip 4 bluetooth speaker. It is simple to use/ connect and the sound it great!Great to have music on the patio, in the kitchen or in the shower!"
"JBL Flip 4, Black",Wonderful,5,It is great the bass is wonderful and it is very loud.  Love it?? Just what I needed
"JBL Flip 4, Black",Perfect,5,Great sound quality and volume for such a small speaker. Thus thing can take anything and it'll still work.
"JBL Flip 4, Black",Mindblowing Awesome Product,5,"Simply the best-est in the category. Swesom Awesome product, sound quality exceptional. I play siriusxm or amazon music both in HD quality and experience is out of this world. Make sure your content is high quality for best experience.Do not think twice buting it. Just go for it."
"JBL Flip 4, Black",Yes. Buy them.,5,These speakers are awesome. The sound is loud and clear. You can create a whole home surround sound out of these if you desire.  I purchased two after almost buying Bose and they did not disappoint.  They paired up nicely to my s7 and the jbl app was very easy to use. I have a feeling I will be buying a couple more to put in other rooms in our house. Buy them you will not be let down .
"JBL Flip 4, Black",Very good speaker,5,Great sound and battery life. Great look. Easy to use.
"JBL Flip 4, Black",Great sound at a great price.  Very satisfied,5,This speaker sits on our kitchen window sill and cranks out awesome sound
"JBL Flip 4, Black",I previously had the Altec Mini Lifejacket and liked it just fine,5,"I am completely impressed with this speaker!  I previously had the Altec Mini Lifejacket and liked it just fine, but the sound quality doesn't even compare to this one!  Even on medium volume, this speaker is loud from across a big room and the bass is superb!  I also LOVE the turquoise color and the fact that I don't have to worry about it falling in the pool/lake by accident.  4 star product by far!!"
"JBL Flip 4, Black","Spend your stimulus check, this is a great speaker.",5,"Looking for a small but loud portable bluetooth speaker? Don't look any further, this speaker is great."
"JBL Flip 4, Black",Nice Stereo Speakers,5,Picked up a pair of these speakers for use while traveling. They are compact. I love the stereo sound!
"JBL Flip 4, Black",Very good portable,4,"I used this device in the garage, in the bath room when taking a shower and outside on the patio when swimming.  Now if it would have the capability to start the app on my phone when it's connected and start playing music that would have been a definite plus."
"JBL Flip 4, Black",Buy this,5,Love it! The sound and base is better than any other Bluetooth device I have owned.
"JBL Flip 4, Black",This thing is great!,5,"This thing is great!  I am picky about sound quality but also spend a lot of time outdoors at our house on the water. This is a very good solution to get very decent sound in a small device with weather resistance. Easy to pair with blue tooth. Several members of the family have paired it and it sticks, although they may have to reconnect, but it shows up on their iPhone for example.  Well made, good sounding easy to use."
"JBL Flip 4, Black",Awesome speaker!,5,I ordered it yesterday and got it today. Sounds amazing. I've always used cheaper speakers and obviously got what I paid for them ?? I heard JBL were good speakers so I had to try. Cant wait to use this for a while!
"JBL Flip 4, Black",Great product,5,Bought this item for my wife and she really likes it! Great product!!
"JBL Flip 4, Black",Haven’t used it enough yet,4,I’ve only used it for 10Minutes
"JBL Flip 4, Black",Great sound from a little speaker!,5,"I love this speaker, I bought my wife a Bose revolve which was the best sounding speaker I had heard till I got this. The Bose is very nice, but the Flip 4 offers better mid range, and a voice forward sound to me. The fact that it's water proof is amazing, and the battery last forever at 50% or so. Great buy for this price range!"
